ID,p_a,p_b,delta,abs_delta,pred_a,pred_b,crossed,conf_a,conf_b,conf_delta,zone_a,zone_b
d87215a5-fbac-4ff7-84f4-e3bc7ff880c0_1,0.0915357870097223,0.4264705882352941,0.3349348012255718,0.3349348012255718,0,0,0,0.4084642129902777,0.0735294117647059,-0.3349348012255718,<0.2,0.4-0.6
5437c8e4-8ccc-45d4-9697-0f41b3c92e1f_0,0.1277527920266244,0.4264705882352941,0.2987177962086697,0.2987177962086697,0,0,0,0.3722472079733756,0.0735294117647059,-0.29871779620866973,<0.2,0.4-0.6
a6849f30-1b4b-4811-8c0d-d4d13ae67abf_0,0.1301988846647876,0.4264705882352941,0.2962717035705065,0.2962717035705065,0,0,0,0.3698011153352124,0.0735294117647059,-0.29627170357050653,<0.2,0.4-0.6
fdab5384-1e3a-415f-9d9a-deaa38ef5996_0,0.923747400174788,0.6296296296296297,-0.2941177705451583,0.2941177705451583,1,1,0,0.42374740017478796,0.12962962962962965,-0.2941177705451583,>0.8,0.6-0.8
60f00006-3a08-4b9e-8185-06af8de53710_1,0.1457573167121315,0.4264705882352941,0.2807132715231626,0.2807132715231626,0,0,0,0.3542426832878685,0.0735294117647059,-0.2807132715231626,<0.2,0.4-0.6
5e4c1a36-9159-442b-9a1c-0bfe64e40786_0,0.1072126550923847,0.3846153846153846,0.2774027295229999,0.2774027295229999,0,0,0,0.3927873449076153,0.11538461538461542,-0.2774027295229999,<0.2,0.2-0.4
f939a8d1-160c-477b-9219-0b8077f8e17a_0,0.1491903299876055,0.4264705882352941,0.2772802582476886,0.2772802582476886,0,0,0,0.3508096700123945,0.0735294117647059,-0.2772802582476886,<0.2,0.4-0.6
e490d761-bee0-41e4-8358-d9d0b0977050_1,0.0349033321311293,0.3114754098360656,0.2765720777049363,0.2765720777049363,0,0,0,0.4650966678688707,0.1885245901639344,-0.2765720777049363,<0.2,0.2-0.4
442fda90-4303-49d0-87e7-6736bdeb7e1d_1,0.1160911481793805,0.3846153846153846,0.2685242364360041,0.2685242364360041,0,0,0,0.3839088518206195,0.11538461538461542,-0.2685242364360041,<0.2,0.2-0.4
a57aab14-e7a8-4f83-a23a-553f36c89bcf_1,0.0436844803959698,0.3114754098360656,0.2677909294400958,0.2677909294400958,0,0,0,0.4563155196040302,0.1885245901639344,-0.2677909294400958,<0.2,0.2-0.4
0396d8a8-6f1b-437b-860e-2837683cb555_0,0.0453855215561757,0.3114754098360656,0.2660898882798899,0.2660898882798899,0,0,0,0.4546144784438243,0.1885245901639344,-0.2660898882798899,<0.2,0.2-0.4
64f4d043-86af-4b20-92e2-b6529a15c474_1,0.0493516747639547,0.3114754098360656,0.2621237350721109,0.2621237350721109,0,0,0,0.4506483252360453,0.1885245901639344,-0.2621237350721109,<0.2,0.2-0.4
d20f097f-7db3-4562-a55d-bf3bdbfe8360_0,0.8897999265117302,0.6296296296296297,-0.2601702968821006,0.2601702968821006,1,1,0,0.38979992651173023,0.12962962962962965,-0.2601702968821006,>0.8,0.6-0.8
30e7c790-d2cc-4f3b-a117-e17b068a4e86_1,0.052261889522554,0.3114754098360656,0.2592135203135116,0.2592135203135116,0,0,0,0.447738110477446,0.1885245901639344,-0.2592135203135116,<0.2,0.2-0.4
d172f76d-e554-4d4b-af2e-2ea7dd609f2b_1,0.0525297353148603,0.3114754098360656,0.2589456745212053,0.2589456745212053,0,0,0,0.44747026468513973,0.1885245901639344,-0.2589456745212053,<0.2,0.2-0.4
6d95ca8f-6be2-4125-a187-1b6497404653_0,0.0537194592456973,0.3114754098360656,0.25775595059036827,0.25775595059036827,0,0,0,0.4462805407543027,0.1885245901639344,-0.25775595059036827,<0.2,0.2-0.4
8fdd3dab-fe1f-455b-8071-52df38ba0dae_0,0.0568180867542898,0.3114754098360656,0.2546573230817758,0.2546573230817758,0,0,0,0.4431819132457102,0.1885245901639344,-0.2546573230817758,<0.2,0.2-0.4
