ID,p_a,p_b,delta,abs_delta,pred_a,pred_b,crossed,conf_a,conf_b,conf_delta,zone_a,zone_b
e8a11375-11e0-48bb-9a81-99724970c2c1_0,0.3764808641918151,0.7856500610296759,0.40916919683786085,0.40916919683786085,0,1,1,0.12351913580818491,0.28565006102967594,0.16213092522149103,0.2-0.4,0.6-0.8
f0dd922d-254e-410b-b42b-47fb6358c4aa_0,0.396585680191276,0.7686484810557671,0.3720628008644911,0.3720628008644911,0,1,1,0.10341431980872401,0.2686484810557671,0.1652341612470431,0.2-0.4,0.6-0.8
123818ad-879f-40c9-b31c-00f64c775076_1,0.344034699102556,0.6607444997218572,0.3167098006193012,0.3167098006193012,0,1,1,0.15596530089744398,0.16074449972185723,0.004779198824413244,0.2-0.4,0.6-0.8
e6aa8356-9283-4110-a3b0-d871b00ea002_0,0.5616927906276986,0.877973786281504,0.3162809956538054,0.3162809956538054,1,1,0,0.06169279062769861,0.377973786281504,0.3162809956538054,0.4-0.6,>0.8
4c8a14b3-0c8b-4b82-8b21-20ebee6e3bc6_1,0.486743629755008,0.1771825689928556,-0.3095610607621524,0.3095610607621524,0,0,0,0.013256370244991988,0.32281743100714444,0.30956106076215245,0.4-0.6,<0.2
04a77f49-f4e6-4a7f-a82e-28771226ca1d_0,0.4490277413646557,0.1504390650153437,-0.29858867634931197,0.29858867634931197,0,0,0,0.050972258635344325,0.3495609349846563,0.29858867634931197,0.4-0.6,<0.2
6c7f8067-4369-401e-9378-4d2b1506acaf_1,0.6412535185352733,0.9379518266994512,0.29669830816417786,0.29669830816417786,1,1,0,0.14125351853527335,0.4379518266994512,0.29669830816417786,0.6-0.8,>0.8
dbd30b6f-6f91-4ca4-b998-5efb8e5bf1f7_0,0.3979774783951188,0.6874481751201753,0.2894706967250565,0.2894706967250565,0,1,1,0.10202252160488118,0.1874481751201753,0.08542565351529413,0.2-0.4,0.6-0.8
22a19f51-ec65-4457-a439-4226278f14e8_1,0.3530243287772622,0.0720630940186301,-0.2809612347586321,0.2809612347586321,0,0,0,0.1469756712227378,0.4279369059813699,0.2809612347586321,0.2-0.4,<0.2
bd3219ea-f82c-425d-ac2d-51cc36c044c4_0,0.6154686458529895,0.8861939961917074,0.2707253503387178,0.2707253503387178,1,1,0,0.11546864585298955,0.38619399619170736,0.2707253503387178,0.6-0.8,>0.8
0adc445b-26ff-4c8e-a4eb-ed16516adb9c_0,0.6793398198487427,0.9384377868361624,0.2590979669874197,0.2590979669874197,1,1,0,0.1793398198487427,0.4384377868361624,0.2590979669874197,0.6-0.8,>0.8
e1ad421f-8d95-4154-be74-f8159574168e_1,0.6364638854129628,0.8843266065526615,0.24786272113969865,0.24786272113969865,1,1,0,0.13646388541296284,0.3843266065526615,0.24786272113969865,0.6-0.8,>0.8
ab01b59f-07c8-4d5e-8978-037a6ac23c7f_0,0.6969888019697547,0.9423684492218716,0.24537964725211692,0.24537964725211692,1,1,0,0.19698880196975466,0.4423684492218716,0.24537964725211692,0.6-0.8,>0.8
c3e1c98d-03c2-4635-a2b2-e3329b1d5422_1,0.5088529299080629,0.2677847392154657,-0.24106819069259716,0.24106819069259716,1,0,1,0.008852929908062857,0.2322152607845343,0.22336233087647145,0.4-0.6,0.2-0.4
1dfe1d64-4156-4420-b105-84729b09053f_1,0.6958655419311717,0.9324734906661972,0.23660794873502555,0.23660794873502555,1,1,0,0.19586554193117167,0.4324734906661972,0.23660794873502555,0.6-0.8,>0.8
2e1745b6-a491-496f-9a3b-19d7477bee7a_0,0.364071706595851,0.1282494568048488,-0.23582224979100216,0.23582224979100216,0,0,0,0.13592829340414903,0.3717505431951512,0.2358222497910022,0.2-0.4,<0.2
695425eb-86d7-4174-bf78-8d7966de5d00_0,0.3275498058829944,0.0975782266053471,-0.22997157927764733,0.22997157927764733,0,0,0,0.17245019411700557,0.4024217733946529,0.22997157927764733,0.2-0.4,<0.2
8d4544bf-dfd1-4b71-87b3-c4cfab163c48_1,0.7061353695973158,0.9270991050074684,0.22096373541015257,0.22096373541015257,1,1,0,0.20613536959731582,0.4270991050074684,0.22096373541015257,0.6-0.8,>0.8
6853a497-caf0-403b-a8c5-a5e8213dcde3_1,0.7083992868836745,0.9279365678853934,0.21953728100171888,0.21953728100171888,1,1,0,0.20839928688367448,0.42793656788539336,0.21953728100171888,0.6-0.8,>0.8
bfd874c1-e50a-4ffc-9cfd-1ab31cd01f2e_0,0.7308353582309424,0.9411715813926343,0.21033622316169198,0.21033622316169198,1,1,0,0.23083535823094237,0.44117158139263435,0.21033622316169198,0.6-0.8,>0.8
8a5e4ced-338c-4afd-adce-4f7dfafb3a19_0,0.3208707635643527,0.1174458296920993,-0.20342493387225338,0.20342493387225338,0,0,0,0.17912923643564732,0.38255417030790073,0.2034249338722534,0.2-0.4,<0.2
962c93fc-f0e6-4eda-a857-97484783dcf5_0,0.693256913227061,0.8930262816143124,0.19976936838725146,0.19976936838725146,1,1,0,0.19325691322706096,0.3930262816143124,0.19976936838725146,0.6-0.8,>0.8
3e577502-c44e-4cb7-8973-dbe7f88e1a27_1,0.2691311288020696,0.4632031054452543,0.1940719766431847,0.1940719766431847,0,0,0,0.23086887119793043,0.03679689455474572,-0.1940719766431847,0.2-0.4,0.4-0.6
c7732e5b-2408-466c-b5f0-b2807f179505_1,0.2793804586369647,0.0856184357664081,-0.1937620228705566,0.1937620228705566,0,0,0,0.2206195413630353,0.4143815642335919,0.1937620228705566,0.2-0.4,<0.2
dbd30b6f-6f91-4ca4-b998-5efb8e5bf1f7_1,0.4807323808263731,0.6628751458376997,0.1821427650113266,0.1821427650113266,0,1,1,0.019267619173626904,0.1628751458376997,0.14360752666407278,0.4-0.6,0.6-0.8
ed4ffb8f-76a6-40a9-a51d-98011c49e5a7_1,0.6360738666744024,0.8174609156534013,0.18138704897899893,0.18138704897899893,1,1,0,0.13607386667440236,0.3174609156534013,0.18138704897899893,0.6-0.8,>0.8
b750f4c8-5edb-4d22-bc0e-379dbe9bf13e_0,0.2546438562671441,0.074687528119137,-0.1799563281480071,0.1799563281480071,0,0,0,0.2453561437328559,0.425312471880863,0.1799563281480071,0.2-0.4,<0.2
2dc1d8b0-fb82-4767-955f-053ed5ac9db6_0,0.6785756804131349,0.5018732719947259,-0.176702408418409,0.176702408418409,1,1,0,0.17857568041313487,0.001873271994725867,-0.176702408418409,0.6-0.8,0.4-0.6
cca398ad-9e5f-4510-b05d-e793ce45bc2a_0,0.6792068133694755,0.5095761799958521,-0.16963063337362339,0.16963063337362339,1,1,0,0.17920681336947553,0.009576179995852141,-0.16963063337362339,0.6-0.8,0.4-0.6
f34b7f20-1123-47b2-997c-15671b9473b3_1,0.2496602806143191,0.0825076476150166,-0.1671526329993025,0.1671526329993025,0,0,0,0.2503397193856809,0.4174923523849834,0.1671526329993025,0.2-0.4,<0.2
6b4115a2-99c4-46c5-8d45-b0f044d3d4fe_1,0.2975011469227427,0.1327809497710339,-0.1647201971517088,0.1647201971517088,0,0,0,0.2024988530772573,0.36721905022896606,0.16472019715170877,0.2-0.4,<0.2
4381e7ba-336d-4457-8050-6e58d03c567f_0,0.773794561322549,0.9369722931594164,0.16317773183686746,0.16317773183686746,1,1,0,0.273794561322549,0.43697229315941644,0.16317773183686746,0.6-0.8,>0.8
64a38a90-97ed-4b1b-88bb-020e4ecacf9e_1,0.7655094666868035,0.928482604776842,0.16297313809003844,0.16297313809003844,1,1,0,0.26550946668680353,0.42848260477684197,0.16297313809003844,0.6-0.8,>0.8
a06d2197-0cd1-42f5-81d2-7a209e71d8e9_1,0.2344210147964907,0.0730805607511973,-0.1613404540452934,0.1613404540452934,0,0,0,0.2655789852035093,0.4269194392488027,0.1613404540452934,0.2-0.4,<0.2
a9511ad2-3217-45ce-b6c6-4f1a15dad0cf_0,0.7473601404043544,0.906546641394286,0.1591865009899316,0.1591865009899316,1,1,0,0.2473601404043544,0.406546641394286,0.1591865009899316,0.6-0.8,>0.8
442fda90-4303-49d0-87e7-6736bdeb7e1d_0,0.2855248737717811,0.1287906783079901,-0.156734195463791,0.156734195463791,0,0,0,0.2144751262282189,0.37120932169200993,0.15673419546379103,0.2-0.4,<0.2
f8fe594d-1a89-4d28-9f1c-77ce81e6e4a8_0,0.2440350271720533,0.092300265759519,-0.1517347614125343,0.1517347614125343,0,0,0,0.2559649728279467,0.407699734240481,0.15173476141253428,0.2-0.4,<0.2
e54b91af-7795-4251-a1f9-fe7ada07712e_1,0.7819953863977296,0.9318241911422176,0.149828804744488,0.149828804744488,1,1,0,0.2819953863977296,0.4318241911422176,0.149828804744488,0.6-0.8,>0.8
9709ba19-60ef-4cb2-b14c-ecebca160b33_1,0.2715334111630908,0.1217425505402516,-0.14979086062283922,0.14979086062283922,0,0,0,0.22846658883690918,0.3782574494597484,0.1497908606228392,0.2-0.4,<0.2
99a8d155-2d95-4860-97e5-6d5d566750d9_0,0.5995394216013962,0.748951287526355,0.1494118659249588,0.1494118659249588,1,1,0,0.09953942160139617,0.24895128752635498,0.1494118659249588,0.4-0.6,0.6-0.8
4c6d2fcc-61b9-4db7-b591-1657a0a4416e_0,0.760432931728745,0.9097935212181796,0.14936058948943454,0.14936058948943454,1,1,0,0.26043293172874504,0.4097935212181796,0.14936058948943454,0.6-0.8,>0.8
8d4b195e-03c9-465b-8e61-cee34c48b82a_0,0.7889027336077069,0.9351666601989528,0.14626392659124587,0.14626392659124587,1,1,0,0.2889027336077069,0.4351666601989528,0.14626392659124587,0.6-0.8,>0.8
bba29cbd-96c8-4604-a976-48dae5a46fd8_0,0.75661295943153,0.902333519543014,0.14572056011148404,0.14572056011148404,1,1,0,0.25661295943152995,0.402333519543014,0.14572056011148404,0.6-0.8,>0.8
2afcda46-6d32-4572-8974-b3b53ce40ea5_0,0.2253782063712039,0.0797030229790728,-0.1456751833921311,0.1456751833921311,0,0,0,0.27462179362879613,0.4202969770209272,0.1456751833921311,0.2-0.4,<0.2
4c6a2a4b-95ec-46d3-ad18-fa2b8e1e5279_0,0.8070185586624447,0.9448618369850036,0.13784327832255894,0.13784327832255894,1,1,0,0.30701855866244465,0.4448618369850036,0.13784327832255894,>0.8,>0.8
67a37d8a-6a7d-43ea-8ca4-484c08ebb3b0_0,0.4826806187613308,0.3456313569929677,-0.13704926176836307,0.13704926176836307,0,0,0,0.017319381238669218,0.1543686430070323,0.13704926176836307,0.4-0.6,0.2-0.4
3be8e8cb-3fa0-42f0-86be-621e6a86d851_0,0.5136423420369048,0.6487414122524882,0.13509907021558332,0.13509907021558332,1,1,0,0.013642342036904842,0.14874141225248816,0.13509907021558332,0.4-0.6,0.6-0.8
f7b6c13a-757d-491f-8441-b6a58cb535d1_1,0.7238837293068816,0.8585650136932707,0.13468128438638904,0.13468128438638904,1,1,0,0.2238837293068816,0.35856501369327065,0.13468128438638904,0.6-0.8,>0.8
48cd526e-46cd-4749-bff7-397f061adb61_0,0.8058122914769467,0.9371256663634574,0.13131337488651074,0.13131337488651074,1,1,0,0.30581229147694666,0.4371256663634574,0.13131337488651074,>0.8,>0.8
efd65b9e-0f6d-4e2d-a0bc-a843b7e9bedd_1,0.5519200815640332,0.4206201775767707,-0.13129990398726243,0.13129990398726243,1,0,1,0.05192008156403316,0.07937982242322927,0.027459740859196113,0.4-0.6,0.4-0.6
22ffe4d1-911c-41e4-9695-8b4e835d74c4_0,0.2706341619711337,0.1399230549686894,-0.13071110700244432,0.13071110700244432,0,0,0,0.2293658380288663,0.3600769450313106,0.13071110700244432,0.2-0.4,<0.2
7021cd57-50ae-48f0-b592-ce4d4f52bcb3_1,0.1979296964069956,0.0679437361518419,-0.1299859602551537,0.1299859602551537,0,0,0,0.3020703035930044,0.4320562638481581,0.1299859602551537,<0.2,<0.2
613366e9-dc87-47c3-a316-db96b0596423_1,0.3058068423199069,0.1777367642794303,-0.1280700780404766,0.1280700780404766,0,0,0,0.1941931576800931,0.3222632357205697,0.1280700780404766,0.2-0.4,<0.2
654092be-eae8-4e39-bffc-1c4a6b8c5faf_0,0.7326707245000934,0.8589132547654803,0.1262425302653869,0.1262425302653869,1,1,0,0.2326707245000934,0.3589132547654803,0.1262425302653869,0.6-0.8,>0.8
93bb42bd-448c-422f-b7b2-32859fda3f18_0,0.7176457085841588,0.8428954033222489,0.1252496947380901,0.1252496947380901,1,1,0,0.21764570858415877,0.3428954033222489,0.1252496947380901,0.6-0.8,>0.8
271f3adf-af70-4501-8f16-4deabfc6541e_0,0.2374759092230312,0.1140478106772533,-0.1234280985457779,0.1234280985457779,0,0,0,0.2625240907769688,0.3859521893227467,0.12342809854577791,0.2-0.4,<0.2
261b8154-b455-4caa-b1b9-6a40a9bf48a6_0,0.8165809932428154,0.939443797730598,0.12286280448778264,0.12286280448778264,1,1,0,0.3165809932428154,0.43944379773059805,0.12286280448778264,>0.8,>0.8
a02e5f5b-5beb-4bd6-9172-c383239b1a22_1,0.2033125678337418,0.0815001943740464,-0.1218123734596954,0.1218123734596954,0,0,0,0.2966874321662582,0.41849980562595357,0.12181237345969537,0.2-0.4,<0.2
09edaa38-18ee-4541-8b85-68437097ac5a_1,0.3826036934458016,0.2616627094959206,-0.12094098394988101,0.12094098394988101,0,0,0,0.11739630655419842,0.23833729050407942,0.12094098394988101,0.2-0.4,0.2-0.4
f523fe7d-790b-4dfa-abd7-460ce34b90c6_0,0.8053767649513033,0.9259956734024332,0.12061890845112988,0.12061890845112988,1,1,0,0.3053767649513033,0.42599567340243316,0.12061890845112988,>0.8,>0.8
c8e0643a-cd97-47c7-ab26-5719e9e99b6b_1,0.2367988469021307,0.1166196921554319,-0.12017915474669881,0.12017915474669881,0,0,0,0.2632011530978693,0.3833803078445681,0.12017915474669882,0.2-0.4,<0.2
f46ac17e-8d05-4f65-88fd-8c32af7d59db_1,0.7907914759363496,0.9106814628784642,0.11988998694211461,0.11988998694211461,1,1,0,0.2907914759363496,0.4106814628784642,0.11988998694211461,0.6-0.8,>0.8
359e808e-d46c-43cf-a8db-eb2dc6b980f4_0,0.3784990349848922,0.4981538927601988,0.1196548577753066,0.1196548577753066,0,0,0,0.12150096501510782,0.0018461072398012202,-0.1196548577753066,0.2-0.4,0.4-0.6
3707414f-1fcf-4d47-8aa8-b62deb76ea2d_0,0.2121438337422753,0.0947425392246708,-0.1174012945176045,0.1174012945176045,0,0,0,0.2878561662577247,0.4052574607753292,0.1174012945176045,0.2-0.4,<0.2
61a25017-fa88-409f-9616-00c9c6c40830_0,0.2111556101842644,0.0937786838548602,-0.1173769263294042,0.1173769263294042,0,0,0,0.28884438981573557,0.4062213161451398,0.11737692632940422,0.2-0.4,<0.2
9327424f-7efb-4780-a768-81b22487e01b_0,0.3368391300138025,0.4506221304972453,0.11378300048344281,0.11378300048344281,0,0,0,0.1631608699861975,0.04937786950275469,-0.11378300048344281,0.2-0.4,0.4-0.6
83da85f4-a1fd-4e39-845f-4c047985353d_1,0.7935612312318886,0.9067228392164086,0.11316160798452002,0.11316160798452002,1,1,0,0.2935612312318886,0.4067228392164086,0.11316160798452002,0.6-0.8,>0.8
aa765592-7fa5-4888-adb8-73fc02ccd53c_0,0.4572686174139833,0.3470509120064263,-0.11021770540755699,0.11021770540755699,0,0,0,0.04273138258601672,0.1529490879935737,0.11021770540755699,0.4-0.6,0.2-0.4
722c468b-9985-4584-87ee-5f94748f4b4e_1,0.7083754887022,0.8185121825048653,0.11013669380266533,0.11013669380266533,1,1,0,0.20837548870220002,0.31851218250486535,0.11013669380266533,0.6-0.8,>0.8
734a2215-5f4c-42e0-95bc-c4d5cac5c6e4_0,0.8336285288971169,0.941383256739971,0.10775472784285411,0.10775472784285411,1,1,0,0.3336285288971169,0.44138325673997103,0.10775472784285411,>0.8,>0.8
8d4544bf-dfd1-4b71-87b3-c4cfab163c48_0,0.1719154733813733,0.0651036514214415,-0.1068118219599318,0.1068118219599318,0,0,0,0.3280845266186267,0.4348963485785585,0.10681182195993183,<0.2,<0.2
a57aab14-e7a8-4f83-a23a-553f36c89bcf_0,0.3635233188958623,0.2572578228037573,-0.106265496092105,0.106265496092105,0,0,0,0.1364766811041377,0.2427421771962427,0.106265496092105,0.2-0.4,0.2-0.4
c6ed008c-04dc-4313-83ee-47aa3687c4c7_0,0.8189148302503761,0.9240951259071994,0.1051802956568233,0.1051802956568233,1,1,0,0.31891483025037615,0.42409512590719944,0.1051802956568233,>0.8,>0.8
ee770362-e122-4ecd-a0ed-7208db9ee57a_1,0.1940660257584197,0.0931761613873545,-0.10088986437106519,0.10088986437106519,0,0,0,0.3059339742415803,0.4068238386126455,0.10088986437106517,<0.2,<0.2
de0518b4-dc8e-4394-adde-b68ac6e4019e_1,0.1795536750418764,0.0831436121582638,-0.09641006288361259,0.09641006288361259,0,0,0,0.32044632495812364,0.4168563878417362,0.09641006288361254,<0.2,<0.2
f285d740-9481-4972-b27f-62838e9170a3_0,0.802848548497889,0.7068913415715489,-0.09595720692634013,0.09595720692634013,1,1,0,0.302848548497889,0.20689134157154887,-0.09595720692634013,>0.8,0.6-0.8
ed4ffb8f-76a6-40a9-a51d-98011c49e5a7_0,0.1894309157129462,0.0935292263120741,-0.09590168940087211,0.09590168940087211,0,0,0,0.31056908428705376,0.4064707736879259,0.09590168940087213,<0.2,<0.2
